,query_table,groundtruth_set,result_set,intersection
132,oil_and_gas_summary_production_data_1967_1999_a.csv,"{'oil_and_gas_summary_production_data_1967_1999_3', 'oil_and_gas_summary_production_data_1967_1999_7', 'oil_and_gas_summary_production_data_1967_1999_8', 'oil_and_gas_summary_production_data_1967_1999_a', 'oil_and_gas_summary_production_data_1967_1999_4', 'oil_and_gas_summary_production_data_1967_1999_6', 'oil_and_gas_summary_production_data_1967_1999_5', 'oil_and_gas_summary_production_data_1967_1999_0', 'oil_and_gas_summary_production_data_1967_1999_9', 'oil_and_gas_summary_production_data_1967_1999_1', 'oil_and_gas_summary_production_data_1967_1999_2'}","['oil_and_gas_summary_production_data_1967_1999_a', 'oil_and_gas_summary_production_data_1967_1999_8', 'oil_and_gas_summary_production_data_1967_1999_7']","{'oil_and_gas_summary_production_data_1967_1999_7', 'oil_and_gas_summary_production_data_1967_1999_8', 'oil_and_gas_summary_production_data_1967_1999_a'}"
133,practice_reference_a.csv,"{'practice_reference_7', 'practice_reference_5', 'practice_reference_4', 'practice_reference_1', 'practice_reference_3', 'practice_reference_12', 'practice_reference_2', 'practice_reference_a', 'practice_reference_6', 'practice_reference_8', 'practice_reference_9', 'practice_reference_11', 'practice_reference_b', 'practice_reference_0', 'practice_reference_10'}","['practice_reference_a', 'practice_reference_9', 'practice_reference_10']","{'practice_reference_a', 'practice_reference_9', 'practice_reference_10'}"
134,practice_reference_b.csv,"{'practice_reference_7', 'practice_reference_5', 'practice_reference_4', 'practice_reference_1', 'practice_reference_3', 'practice_reference_12', 'practice_reference_2', 'practice_reference_a', 'practice_reference_6', 'practice_reference_8', 'practice_reference_9', 'practice_reference_11', 'practice_reference_b', 'practice_reference_0', 'practice_reference_10'}","['practice_reference_b', 'practice_reference_a', 'practice_reference_3']","{'practice_reference_a', 'practice_reference_b', 'practice_reference_3'}"
135,prescribing_a.csv,"{'prescribing_0', 'prescribing_7', 'prescribing_10', 'prescribing_1', 'prescribing_9', 'prescribing_8', 'prescribing_12', 'prescribing_5', 'prescribing_b', 'prescribing_4', 'prescribing_2', 'prescribing_6', 'prescribing_11', 'prescribing_3', 'prescribing_a'}","['prescribing_a', 'prescribing_12', 'prescribing_b']","{'prescribing_b', 'prescribing_12', 'prescribing_a'}"
136,prescribing_b.csv,"{'prescribing_0', 'prescribing_7', 'prescribing_10', 'prescribing_1', 'prescribing_9', 'prescribing_8', 'prescribing_12', 'prescribing_5', 'prescribing_b', 'prescribing_4', 'prescribing_2', 'prescribing_6', 'prescribing_11', 'prescribing_3', 'prescribing_a'}","['prescribing_b', 'prescribing_0', 'prescribing_12']","{'prescribing_b', 'prescribing_0', 'prescribing_12'}"
137,psyckes_antipsychotic_polypharmacy_quality_indicators_beginning_2012_a.csv,"{'psyckes_antipsychotic_polypharmacy_quality_indicators_beginning_2012_8', 'psyckes_antipsychotic_polypharmacy_quality_indicators_beginning_2012_5', 'psyckes_antipsychotic_polypharmacy_quality_indicators_beginning_2012_4', 'psyckes_antipsychotic_polypharmacy_quality_indicators_beginning_2012_0', 'psyckes_antipsychotic_polypharmacy_quality_indicators_beginning_2012_6', 'psyckes_antipsychotic_polypharmacy_quality_indicators_beginning_2012_2', 'psyckes_antipsychotic_polypharmacy_quality_indicators_beginning_2012_a', 'psyckes_antipsychotic_polypharmacy_quality_indicators_beginning_2012_9', 'psyckes_antipsychotic_polypharmacy_quality_indicators_beginning_2012_7', 'psyckes_antipsychotic_polypharmacy_quality_indicators_beginning_2012_3', 'psyckes_antipsychotic_polypharmacy_quality_indicators_beginning_2012_1'}","['psyckes_antipsychotic_polypharmacy_quality_indicators_beginning_2012_a', 'psyckes_antipsychotic_polypharmacy_quality_indicators_beginning_2012_5', 'psyckes_antipsychotic_polypharmacy_quality_indicators_beginning_2012_3']","{'psyckes_antipsychotic_polypharmacy_quality_indicators_beginning_2012_5', 'psyckes_antipsychotic_polypharmacy_quality_indicators_beginning_2012_3', 'psyckes_antipsychotic_polypharmacy_quality_indicators_beginning_2012_a'}"
138,purchasing_card_a.csv,"{'purchasing_card_11', 'purchasing_card_0', 'purchasing_card_6', 'purchasing_card_8', 'purchasing_card_3', 'purchasing_card_1', 'purchasing_card_7', 'purchasing_card_2', 'purchasing_card_a', 'purchasing_card_4', 'purchasing_card_10', 'purchasing_card_5', 'purchasing_card_9'}","['purchasing_card_a', 'purchasing_card_2', 'purchasing_card_7']","{'purchasing_card_2', 'purchasing_card_a', 'purchasing_card_7'}"
139,report_card_discipline_for_2015_16_a.csv,"{'report_card_discipline_for_2015_16_a', 'report_card_discipline_for_2015_16_8', 'report_card_discipline_for_2015_16_4', 'report_card_discipline_for_2015_16_7', 'report_card_discipline_for_2015_16_9', 'report_card_discipline_for_2015_16_2', 'report_card_discipline_for_2015_16_1', 'report_card_discipline_for_2015_16_6', 'report_card_discipline_for_2015_16_3', 'report_card_discipline_for_2015_16_5', 'report_card_discipline_for_2015_16_0'}","['report_card_discipline_for_2015_16_a', 'report_card_discipline_for_2015_16_4', 'report_card_discipline_for_2015_16_6']","{'report_card_discipline_for_2015_16_a', 'report_card_discipline_for_2015_16_4', 'report_card_discipline_for_2015_16_6'}"
140,senior_officials_expenses_a.csv,"{'senior_officials_expenses_4', 'senior_officials_expenses_8', 'senior_officials_expenses_2', 'senior_officials_expenses_5', 'senior_officials_expenses_7', 'senior_officials_expenses_0', 'senior_officials_expenses_9', 'senior_officials_expenses_1', 'senior_officials_expenses_6', 'senior_officials_expenses_3', 'senior_officials_expenses_a'}","['senior_officials_expenses_a', 'senior_officials_expenses_4', 'senior_officials_expenses_6']","{'senior_officials_expenses_a', 'senior_officials_expenses_4', 'senior_officials_expenses_6'}"
141,stockport_contracts_a.csv,"{'stockport_contracts_7', 'stockport_contracts_2', 'stockport_contracts_5', 'stockport_contracts_10', 'stockport_contracts_11', 'stockport_contracts_6', 'stockport_contracts_0', 'stockport_contracts_8', 'stockport_contracts_1', 'stockport_contracts_9', 'stockport_contracts_b', 'stockport_contracts_4', 'stockport_contracts_3', 'stockport_contracts_a'}","['stockport_contracts_a', 'stockport_contracts_5', 'stockport_contracts_3']","{'stockport_contracts_5', 'stockport_contracts_3', 'stockport_contracts_a'}"
142,stockport_contracts_b.csv,"{'stockport_contracts_7', 'stockport_contracts_2', 'stockport_contracts_5', 'stockport_contracts_10', 'stockport_contracts_11', 'stockport_contracts_6', 'stockport_contracts_0', 'stockport_contracts_8', 'stockport_contracts_1', 'stockport_contracts_9', 'stockport_contracts_b', 'stockport_contracts_4', 'stockport_contracts_3', 'stockport_contracts_a'}","['stockport_contracts_b', 'stockport_contracts_1', 'stockport_contracts_7']","{'stockport_contracts_1', 'stockport_contracts_7', 'stockport_contracts_b'}"
143,time_spent_watching_vcr_movies_a.csv,"{'time_spent_watching_vcr_movies_6', 'time_spent_watching_vcr_movies_0', 'time_spent_watching_vcr_movies_1', 'time_spent_watching_vcr_movies_a', 'time_spent_watching_vcr_movies_8', 'time_spent_watching_vcr_movies_7', 'time_spent_watching_vcr_movies_2', 'time_spent_watching_vcr_movies_5', 'time_spent_watching_vcr_movies_4', 'time_spent_watching_vcr_movies_9', 'time_spent_watching_vcr_movies_3'}","['time_spent_watching_vcr_movies_a', 'time_spent_watching_vcr_movies_5', 'immigration_records_9']","{'time_spent_watching_vcr_movies_a', 'time_spent_watching_vcr_movies_5'}"
144,tuition_assistance_program_tap_recipients_a.csv,"{'tuition_assistance_program_tap_recipients_8', 'tuition_assistance_program_tap_recipients_2', 'tuition_assistance_program_tap_recipients_6', 'tuition_assistance_program_tap_recipients_9', 'tuition_assistance_program_tap_recipients_5', 'tuition_assistance_program_tap_recipients_7', 'tuition_assistance_program_tap_recipients_a', 'tuition_assistance_program_tap_recipients_0', 'tuition_assistance_program_tap_recipients_4', 'tuition_assistance_program_tap_recipients_3', 'tuition_assistance_program_tap_recipients_1'}","['tuition_assistance_program_tap_recipients_a', 'tuition_assistance_program_tap_recipients_8', 'tuition_assistance_program_tap_recipients_3']","{'tuition_assistance_program_tap_recipients_8', 'tuition_assistance_program_tap_recipients_3', 'tuition_assistance_program_tap_recipients_a'}"
145,wholesale_markets_a.csv,"{'wholesale_markets_3', 'wholesale_markets_0', 'wholesale_markets_8', 'wholesale_markets_7', 'wholesale_markets_5', 'wholesale_markets_2', 'wholesale_markets_a', 'wholesale_markets_1', 'wholesale_markets_6', 'wholesale_markets_9', 'wholesale_markets_4'}","['wholesale_markets_a', 'new_york_city_restaurant_inspection_results_a', 'wholesale_markets_8']","{'wholesale_markets_8', 'wholesale_markets_a'}"
146,workforce_management_information_a.csv,"{'workforce_management_information_12', 'workforce_management_information_4', 'workforce_management_information_2', 'workforce_management_information_9', 'workforce_management_information_10', 'workforce_management_information_8', 'workforce_management_information_14', 'workforce_management_information_3', 'workforce_management_information_13', 'workforce_management_information_6', 'workforce_management_information_a', 'workforce_management_information_7', 'workforce_management_information_0', 'workforce_management_information_15', 'workforce_management_information_b', 'workforce_management_information_5', 'workforce_management_information_1', 'workforce_management_information_11'}","['workforce_management_information_4', 'workforce_management_information_a', 'workforce_management_information_2']","{'workforce_management_information_a', 'workforce_management_information_4', 'workforce_management_information_2'}"
147,workforce_management_information_b.csv,"{'workforce_management_information_12', 'workforce_management_information_4', 'workforce_management_information_2', 'workforce_management_information_9', 'workforce_management_information_10', 'workforce_management_information_8', 'workforce_management_information_14', 'workforce_management_information_3', 'workforce_management_information_13', 'workforce_management_information_6', 'workforce_management_information_a', 'workforce_management_information_7', 'workforce_management_information_0', 'workforce_management_information_15', 'workforce_management_information_b', 'workforce_management_information_5', 'workforce_management_information_1', 'workforce_management_information_11'}","['workforce_management_information_b', 'workforce_management_information_6', 'workforce_management_information_0']","{'workforce_management_information_b', 'workforce_management_information_6', 'workforce_management_information_0'}"
148,ydn_spending_data_a.csv,"{'ydn_spending_data_b', 'ydn_spending_data_8', 'ydn_spending_data_2', 'ydn_spending_data_7', 'ydn_spending_data_5', 'ydn_spending_data_6', 'ydn_spending_data_3', 'ydn_spending_data_0', 'ydn_spending_data_a', 'ydn_spending_data_1', 'ydn_spending_data_9', 'ydn_spending_data_4'}","['ydn_spending_data_a', 'ydn_spending_data_7', 'ydn_spending_data_4']","{'ydn_spending_data_a', 'ydn_spending_data_7', 'ydn_spending_data_4'}"
149,ydn_spending_data_b.csv,"{'ydn_spending_data_b', 'ydn_spending_data_8', 'ydn_spending_data_2', 'ydn_spending_data_7', 'ydn_spending_data_5', 'ydn_spending_data_6', 'ydn_spending_data_3', 'ydn_spending_data_0', 'ydn_spending_data_a', 'ydn_spending_data_1', 'ydn_spending_data_9', 'ydn_spending_data_4'}","['ydn_spending_data_b', 'ydn_spending_data_a', 'ydn_spending_data_6']","{'ydn_spending_data_a', 'ydn_spending_data_b', 'ydn_spending_data_6'}"
150,311_calls_historic_data_a.csv,"{'311_calls_historic_data_5', '311_calls_historic_data_8', '311_calls_historic_data_3', '311_calls_historic_data_9', '311_calls_historic_data_4', '311_calls_historic_data_6', '311_calls_historic_data_1', '311_calls_historic_data_a', '311_calls_historic_data_7', '311_calls_historic_data_2', '311_calls_historic_data_0'}","['311_calls_historic_data_a', '311_calls_historic_data_5', '311_calls_historic_data_1', '311_calls_historic_data_6']","{'311_calls_historic_data_5', '311_calls_historic_data_6', '311_calls_historic_data_1', '311_calls_historic_data_a'}"
151,abandoned_wells_a.csv,"{'abandoned_wells_7', 'abandoned_wells_9', 'abandoned_wells_2', 'abandoned_wells_0', 'abandoned_wells_6', 'abandoned_wells_5', 'abandoned_wells_8', 'abandoned_wells_4', 'abandoned_wells_a', 'abandoned_wells_1', 'abandoned_wells_3'}","['abandoned_wells_a', 'abandoned_wells_7', 'abandoned_wells_5', 'abandoned_wells_1']","{'abandoned_wells_7', 'abandoned_wells_1', 'abandoned_wells_5', 'abandoned_wells_a'}"
152,albums_a.csv,"{'albums_9', 'albums_13', 'albums_2', 'albums_0', 'albums_7', 'albums_4', 'albums_3', 'albums_8', 'albums_11', 'albums_b', 'albums_10', 'albums_5', 'albums_6', 'albums_a', 'albums_1', 'albums_12'}","['albums_a', 'albums_11', 'albums_12', 'albums_10']","{'albums_11', 'albums_a', 'albums_10', 'albums_12'}"
153,albums_b.csv,"{'albums_9', 'albums_13', 'albums_2', 'albums_0', 'albums_7', 'albums_4', 'albums_3', 'albums_8', 'albums_11', 'albums_b', 'albums_10', 'albums_5', 'albums_6', 'albums_a', 'albums_1', 'albums_12'}","['albums_b', 'albums_1', 'albums_4', 'albums_8']","{'albums_4', 'albums_b', 'albums_8', 'albums_1'}"
154,animal_tag_data_a.csv,"{'animal_tag_data_b', 'animal_tag_data_6', 'animal_tag_data_0', 'animal_tag_data_1', 'animal_tag_data_2', 'animal_tag_data_8', 'animal_tag_data_4', 'animal_tag_data_7', 'animal_tag_data_5', 'animal_tag_data_a', 'animal_tag_data_9', 'animal_tag_data_3'}","['animal_tag_data_a', 'animal_tag_data_7', 'animal_tag_data_9', 'animal_tag_data_6']","{'animal_tag_data_7', 'animal_tag_data_a', 'animal_tag_data_6', 'animal_tag_data_9'}"
155,animal_tag_data_b.csv,"{'animal_tag_data_b', 'animal_tag_data_6', 'animal_tag_data_0', 'animal_tag_data_1', 'animal_tag_data_2', 'animal_tag_data_8', 'animal_tag_data_4', 'animal_tag_data_7', 'animal_tag_data_5', 'animal_tag_data_a', 'animal_tag_data_9', 'animal_tag_data_3'}","['animal_tag_data_b', 'animal_tag_data_3', 'animal_tag_data_6', 'animal_tag_data_7']","{'animal_tag_data_7', 'animal_tag_data_b', 'animal_tag_data_6', 'animal_tag_data_3'}"
156,biodiversity_a.csv,"{'biodiversity_4', 'biodiversity_8', 'biodiversity_0', 'biodiversity_7', 'biodiversity_2', 'biodiversity_6', 'biodiversity_9', 'biodiversity_3', 'biodiversity_5', 'biodiversity_a', 'biodiversity_1'}","['biodiversity_a', 'biodiversity_7', 'biodiversity_6', 'biodiversity_3']","{'biodiversity_6', 'biodiversity_a', 'biodiversity_7', 'biodiversity_3'}"
157,business_rates_a.csv,"{'business_rates_2', 'business_rates_0', 'business_rates_a', 'business_rates_6', 'business_rates_9', 'business_rates_1', 'business_rates_3', 'business_rates_7', 'business_rates_8', 'business_rates_5', 'business_rates_10', 'business_rates_4'}","['business_rates_a', 'business_rates_7', 'business_rates_1', 'business_rates_5']","{'business_rates_5', 'business_rates_1', 'business_rates_7', 'business_rates_a'}"
158,cdc_nutrition_physical_activity_and_obesity_legislation_a.csv,"{'cdc_nutrition_physical_activity_and_obesity_legislation_9', 'cdc_nutrition_physical_activity_and_obesity_legislation_7', 'cdc_nutrition_physical_activity_and_obesity_legislation_6', 'cdc_nutrition_physical_activity_and_obesity_legislation_8', 'cdc_nutrition_physical_activity_and_obesity_legislation_3', 'cdc_nutrition_physical_activity_and_obesity_legislation_0', 'cdc_nutrition_physical_activity_and_obesity_legislation_a', 'cdc_nutrition_physical_activity_and_obesity_legislation_5', 'cdc_nutrition_physical_activity_and_obesity_legislation_2', 'cdc_nutrition_physical_activity_and_obesity_legislation_4', 'cdc_nutrition_physical_activity_and_obesity_legislation_1'}","['cdc_nutrition_physical_activity_and_obesity_legislation_a', 'cdc_nutrition_physical_activity_and_obesity_legislation_0', 'cdc_nutrition_physical_activity_and_obesity_legislation_2', 'cdc_nutrition_physical_activity_and_obesity_legislation_5']","{'cdc_nutrition_physical_activity_and_obesity_legislation_a', 'cdc_nutrition_physical_activity_and_obesity_legislation_0', 'cdc_nutrition_physical_activity_and_obesity_legislation_5', 'cdc_nutrition_physical_activity_and_obesity_legislation_2'}"
159,cihr_co-applicant_a.csv,"{'cihr_co-applicant_3', 'cihr_co-applicant_7', 'cihr_co-applicant_1', 'cihr_co-applicant_4', 'cihr_co-applicant_0', 'cihr_co-applicant_8', 'cihr_co-applicant_9', 'cihr_co-applicant_6', 'cihr_co-applicant_b', 'cihr_co-applicant_2', 'cihr_co-applicant_a', 'cihr_co-applicant_5'}","['cihr_co-applicant_a', 'cihr_co-applicant_2', 'cihr_co-applicant_3', 'cihr_co-applicant_4']","{'cihr_co-applicant_2', 'cihr_co-applicant_a', 'cihr_co-applicant_3', 'cihr_co-applicant_4'}"
160,cihr_co-applicant_b.csv,"{'cihr_co-applicant_3', 'cihr_co-applicant_7', 'cihr_co-applicant_1', 'cihr_co-applicant_4', 'cihr_co-applicant_0', 'cihr_co-applicant_8', 'cihr_co-applicant_9', 'cihr_co-applicant_6', 'cihr_co-applicant_b', 'cihr_co-applicant_2', 'cihr_co-applicant_a', 'cihr_co-applicant_5'}","['cihr_co-applicant_b', 'cihr_co-applicant_9', 'cihr_co-applicant_8', 'cihr_co-applicant_0']","{'cihr_co-applicant_8', 'cihr_co-applicant_9', 'cihr_co-applicant_0', 'cihr_co-applicant_b'}"
161,civic_building_locations_a.csv,"{'civic_building_locations_8', 'civic_building_locations_2', 'civic_building_locations_1', 'civic_building_locations_5', 'civic_building_locations_9', 'civic_building_locations_3', 'civic_building_locations_4', 'civic_building_locations_0', 'civic_building_locations_7', 'civic_building_locations_6', 'civic_building_locations_a', 'civic_building_locations_10'}","['civic_building_locations_a', 'civic_building_locations_9', 'civic_building_locations_4', 'civic_building_locations_5']","{'civic_building_locations_4', 'civic_building_locations_a', 'civic_building_locations_5', 'civic_building_locations_9'}"
162,complaint_by_practice_a.csv,"{'complaint_by_practice_5', 'complaint_by_practice_7', 'complaint_by_practice_0', 'complaint_by_practice_4', 'complaint_by_practice_1', 'complaint_by_practice_6', 'complaint_by_practice_b', 'complaint_by_practice_a', 'complaint_by_practice_3', 'complaint_by_practice_8', 'complaint_by_practice_10', 'complaint_by_practice_9', 'complaint_by_practice_2'}","['complaint_by_practice_a', 'complaint_by_practice_9', 'complaint_by_practice_5', 'complaint_by_practice_8']","{'complaint_by_practice_5', 'complaint_by_practice_9', 'complaint_by_practice_8', 'complaint_by_practice_a'}"
163,complaint_by_practice_b.csv,"{'complaint_by_practice_5', 'complaint_by_practice_7', 'complaint_by_practice_0', 'complaint_by_practice_4', 'complaint_by_practice_1', 'complaint_by_practice_6', 'complaint_by_practice_b', 'complaint_by_practice_a', 'complaint_by_practice_3', 'complaint_by_practice_8', 'complaint_by_practice_10', 'complaint_by_practice_9', 'complaint_by_practice_2'}","['complaint_by_practice_b', 'complaint_by_practice_1', 'new_york_city_restaurant_inspection_results_7', 'complaint_by_practice_a']","{'complaint_by_practice_1', 'complaint_by_practice_b', 'complaint_by_practice_a'}"
164,contributors_parties_a.csv,"{'contributors_parties_18', 'contributors_parties_4', 'contributors_parties_16', 'contributors_parties_15', 'contributors_parties_2', 'contributors_parties_13', 'contributors_parties_6', 'contributors_parties_8', 'contributors_parties_5', 'contributors_parties_14', 'contributors_parties_b', 'contributors_parties_1', 'contributors_parties_3', 'contributors_parties_17', 'contributors_parties_10', 'contributors_parties_11', 'contributors_parties_9', 'contributors_parties_a', 'contributors_parties_7', 'contributors_parties_12', 'contributors_parties_0'}","['contributors_parties_a', 'contributors_parties_8', 'contributors_parties_11', 'contributors_parties_10']","{'contributors_parties_10', 'contributors_parties_8', 'contributors_parties_a', 'contributors_parties_11'}"
165,contributors_parties_b.csv,"{'contributors_parties_18', 'contributors_parties_4', 'contributors_parties_16', 'contributors_parties_15', 'contributors_parties_2', 'contributors_parties_13', 'contributors_parties_6', 'contributors_parties_8', 'contributors_parties_5', 'contributors_parties_14', 'contributors_parties_b', 'contributors_parties_1', 'contributors_parties_3', 'contributors_parties_17', 'contributors_parties_10', 'contributors_parties_11', 'contributors_parties_9', 'contributors_parties_a', 'contributors_parties_7', 'contributors_parties_12', 'contributors_parties_0'}","['contributors_parties_b', 'contributors_parties_16', 'contributors_parties_17', 'contributors_parties_15']","{'contributors_parties_17', 'contributors_parties_16', 'contributors_parties_b', 'contributors_parties_15'}"
166,data_mill_a.csv,"{'data_mill_b', 'data_mill_1', 'data_mill_0', 'data_mill_a', 'data_mill_6', 'data_mill_9', 'data_mill_7', 'data_mill_3', 'data_mill_2', 'data_mill_11', 'data_mill_10', 'data_mill_4', 'data_mill_5', 'data_mill_8'}","['data_mill_a', 'data_mill_9', 'data_mill_4', 'data_mill_8']","{'data_mill_4', 'data_mill_9', 'data_mill_8', 'data_mill_a'}"
167,data_mill_b.csv,"{'data_mill_b', 'data_mill_1', 'data_mill_0', 'data_mill_a', 'data_mill_6', 'data_mill_9', 'data_mill_7', 'data_mill_3', 'data_mill_2', 'data_mill_11', 'data_mill_10', 'data_mill_4', 'data_mill_5', 'data_mill_8'}","['data_mill_b', 'data_mill_8', 'data_mill_11', 'data_mill_4']","{'data_mill_b', 'data_mill_4', 'data_mill_11', 'data_mill_8'}"
168,deaths_2012_2018_a.csv,"{'deaths_2012_2018_0', 'deaths_2012_2018_9', 'deaths_2012_2018_8', 'deaths_2012_2018_5', 'deaths_2012_2018_4', 'deaths_2012_2018_2', 'deaths_2012_2018_3', 'deaths_2012_2018_1', 'deaths_2012_2018_a', 'deaths_2012_2018_7', 'deaths_2012_2018_6'}","['deaths_2012_2018_a', 'deaths_2012_2018_3', 'deaths_2012_2018_4', 'deaths_2012_2018_1']","{'deaths_2012_2018_1', 'deaths_2012_2018_a', 'deaths_2012_2018_3', 'deaths_2012_2018_4'}"
169,film_locations_in_san_francisco_a.csv,"{'film_locations_in_san_francisco_0', 'film_locations_in_san_francisco_4', 'film_locations_in_san_francisco_8', 'film_locations_in_san_francisco_3', 'film_locations_in_san_francisco_11', 'film_locations_in_san_francisco_6', 'film_locations_in_san_francisco_a', 'film_locations_in_san_francisco_7', 'film_locations_in_san_francisco_10', 'film_locations_in_san_francisco_2', 'film_locations_in_san_francisco_5', 'film_locations_in_san_francisco_9', 'film_locations_in_san_francisco_1'}","['film_locations_in_san_francisco_a', 'film_locations_in_san_francisco_3', 'film_locations_in_san_francisco_1', 'film_locations_in_san_francisco_2']","{'film_locations_in_san_francisco_3', 'film_locations_in_san_francisco_2', 'film_locations_in_san_francisco_1', 'film_locations_in_san_francisco_a'}"
170,immigration_records_a.csv,"{'immigration_records_12', 'immigration_records_6', 'immigration_records_13', 'immigration_records_2', 'immigration_records_10', 'immigration_records_5', 'immigration_records_8', 'immigration_records_4', 'immigration_records_14', 'immigration_records_3', 'immigration_records_7', 'immigration_records_1', 'immigration_records_a', 'immigration_records_9', 'immigration_records_0', 'immigration_records_11'}","['immigration_records_a', 'immigration_records_14', 'immigration_records_13', 'immigration_records_12']","{'immigration_records_12', 'immigration_records_13', 'immigration_records_14', 'immigration_records_a'}"
171,ipopayments_a.csv,"{'ipopayments_4', 'ipopayments_b', 'ipopayments_5', 'ipopayments_1', 'ipopayments_a', 'ipopayments_7', 'ipopayments_2', 'ipopayments_6', 'ipopayments_11', 'ipopayments_12', 'ipopayments_9', 'ipopayments_3', 'ipopayments_10', 'ipopayments_8', 'ipopayments_0'}","['ipopayments_a', 'ipopayments_5', 'ipopayments_2', 'ipopayments_11']","{'ipopayments_11', 'ipopayments_5', 'ipopayments_a', 'ipopayments_2'}"
172,ipopayments_b.csv,"{'ipopayments_4', 'ipopayments_b', 'ipopayments_5', 'ipopayments_1', 'ipopayments_a', 'ipopayments_7', 'ipopayments_2', 'ipopayments_6', 'ipopayments_11', 'ipopayments_12', 'ipopayments_9', 'ipopayments_3', 'ipopayments_10', 'ipopayments_8', 'ipopayments_0'}","['ipopayments_b', 'ipopayments_1', 'ipopayments_4', 'ipopayments_10']","{'ipopayments_4', 'ipopayments_b', 'ipopayments_1', 'ipopayments_10'}"
173,job_pay_scales_a.csv,"{'job_pay_scales_2', 'job_pay_scales_1', 'job_pay_scales_8', 'job_pay_scales_13', 'job_pay_scales_4', 'job_pay_scales_9', 'job_pay_scales_11', 'job_pay_scales_12', 'job_pay_scales_10', 'job_pay_scales_6', 'job_pay_scales_3', 'job_pay_scales_a', 'job_pay_scales_7', 'job_pay_scales_0', 'job_pay_scales_5'}","['job_pay_scales_a', 'job_pay_scales_1', 'job_pay_scales_0', 'job_pay_scales_6']","{'job_pay_scales_0', 'job_pay_scales_1', 'job_pay_scales_a', 'job_pay_scales_6'}"
174,lane_description_a.csv,"{'lane_description_11', 'lane_description_b', 'lane_description_3', 'lane_description_4', 'lane_description_9', 'lane_description_7', 'lane_description_6', 'lane_description_a', 'lane_description_10', 'lane_description_13', 'lane_description_8', 'lane_description_0', 'lane_description_12', 'lane_description_5', 'lane_description_1', 'lane_description_2'}","['lane_description_a', 'lane_description_11', 'lane_description_13', 'lane_description_7']","{'lane_description_11', 'lane_description_a', 'lane_description_13', 'lane_description_7'}"
175,lane_description_b.csv,"{'lane_description_11', 'lane_description_b', 'lane_description_3', 'lane_description_4', 'lane_description_9', 'lane_description_7', 'lane_description_6', 'lane_description_a', 'lane_description_10', 'lane_description_13', 'lane_description_8', 'lane_description_0', 'lane_description_12', 'lane_description_5', 'lane_description_1', 'lane_description_2'}","['lane_description_b', 'lane_description_10', 'lane_description_5', 'monthly_data_feed_a']","{'lane_description_b', 'lane_description_10', 'lane_description_5'}"
176,mines_a.csv,"{'mines_10', 'mines_1', 'mines_11', 'mines_8', 'mines_0', 'mines_5', 'mines_6', 'mines_a', 'mines_9', 'mines_3', 'mines_4', 'mines_7', 'mines_2', 'mines_b'}","['mines_a', 'mines_4', 'mines_2', 'mines_1']","{'mines_a', 'mines_2', 'mines_1', 'mines_4'}"
177,mines_b.csv,"{'mines_10', 'mines_1', 'mines_11', 'mines_8', 'mines_0', 'mines_5', 'mines_6', 'mines_a', 'mines_9', 'mines_3', 'mines_4', 'mines_7', 'mines_2', 'mines_b'}","['mines_b', 'mines_9', 'mines_10', 'mines_11']","{'mines_10', 'mines_b', 'mines_11', 'mines_9'}"
178,minister_meetings_a.csv,"{'minister_meetings_2', 'minister_meetings_0', 'minister_meetings_4', 'minister_meetings_5', 'minister_meetings_3', 'minister_meetings_7', 'minister_meetings_1', 'minister_meetings_a', 'minister_meetings_6', 'minister_meetings_8', 'minister_meetings_9'}","['minister_meetings_a', 'minister_meetings_9', 'minister_meetings_0', 'senior_officials_expenses_7']","{'minister_meetings_0', 'minister_meetings_a', 'minister_meetings_9'}"
179,monthly_data_feed_a.csv,"{'monthly_data_feed_3', 'monthly_data_feed_7', 'monthly_data_feed_0', 'monthly_data_feed_4', 'monthly_data_feed_8', 'monthly_data_feed_9', 'monthly_data_feed_1', 'monthly_data_feed_10', 'monthly_data_feed_2', 'monthly_data_feed_5', 'monthly_data_feed_b', 'monthly_data_feed_a', 'monthly_data_feed_6'}","['monthly_data_feed_a', 'monthly_data_feed_4', 'monthly_data_feed_6', 'monthly_data_feed_1']","{'monthly_data_feed_1', 'monthly_data_feed_4', 'monthly_data_feed_a', 'monthly_data_feed_6'}"
180,monthly_data_feed_b.csv,"{'monthly_data_feed_3', 'monthly_data_feed_7', 'monthly_data_feed_0', 'monthly_data_feed_4', 'monthly_data_feed_8', 'monthly_data_feed_9', 'monthly_data_feed_1', 'monthly_data_feed_10', 'monthly_data_feed_2', 'monthly_data_feed_5', 'monthly_data_feed_b', 'monthly_data_feed_a', 'monthly_data_feed_6'}","['monthly_data_feed_b', 'monthly_data_feed_3', 'monthly_data_feed_2', 'monthly_data_feed_5']","{'monthly_data_feed_2', 'monthly_data_feed_3', 'monthly_data_feed_5', 'monthly_data_feed_b'}"
