query_table,data_lake_table,unionable,num_union_cols
Poetry_NO6B9M80.csv,Poetry_H8RVHS1K.csv,1,7
Poetry_NO6B9M80.csv,Poetry_GT6MJXK8.csv,0,0
Poetry_NO6B9M80.csv,Poetry_5BHXTPDP.csv,1,4
Poetry_NO6B9M80.csv,Poetry_8II49KQ7.csv,0,0
Poetry_NO6B9M80.csv,Poetry_MTZX272H.csv,1,6
Poetry_NO6B9M80.csv,Poetry_OAEDOECV.csv,0,0
Poetry_NO6B9M80.csv,Poetry_5N8I4P40.csv,1,7
Poetry_NO6B9M80.csv,Poetry_DGDZVGPM.csv,0,0
Poetry_NO6B9M80.csv,Poetry_LR3PE29G.csv,1,5
Poetry_NO6B9M80.csv,Poetry_AFPK054N.csv,0,0
Poetry_NO6B9M80.csv,Poetry_AYQ3S195.csv,1,5
Poetry_NO6B9M80.csv,Poetry_D8DUDD46.csv,0,0
Architecture_EPZHPCF0.csv,Architecture_7UQNUPQZ.csv,1,6
Architecture_EPZHPCF0.csv,Architecture_3UEA3GE8.csv,0,0
Architecture_EPZHPCF0.csv,Architecture_EPXSK28T.csv,1,4
Architecture_EPZHPCF0.csv,Architecture_A9TGIQHG.csv,0,0
Architecture_EPZHPCF0.csv,Architecture_NVNQ65QD.csv,1,4
Architecture_EPZHPCF0.csv,Architecture_CAVIQK29.csv,0,0
Architecture_EPZHPCF0.csv,Architecture_EJ8CX9J1.csv,1,2
Architecture_EPZHPCF0.csv,Architecture_CWNPGW90.csv,0,0
Architecture_EPZHPCF0.csv,Architecture_KL0BLV0P.csv,1,8
Architecture_EPZHPCF0.csv,Architecture_OM3WTOOB.csv,0,0
Architecture_EPZHPCF0.csv,Architecture_ERW6Z8VB.csv,1,4
Architecture_EPZHPCF0.csv,Architecture_LQCG1WU1.csv,0,0
Architecture_EPZHPCF0.csv,Architecture_MQC1A78M.csv,1,5
Architecture_EPZHPCF0.csv,Architecture_UHT6T0UZ.csv,0,0
Architecture_EPZHPCF0.csv,Architecture_0YLTZ9AT.csv,1,3
Architecture_EPZHPCF0.csv,Architecture_22N64KFS.csv,0,0
Architecture_EPZHPCF0.csv,Architecture_FPTOMJBC.csv,1,4
Architecture_EPZHPCF0.csv,Architecture_E30MY5ZP.csv,0,0
Architecture_EPZHPCF0.csv,Architecture_G1OL73D9.csv,1,8
Architecture_EPZHPCF0.csv,Architecture_3I379U26.csv,0,0
Engineering_FIJOYJNE.csv,Engineering_00V830DN.csv,1,6
Engineering_FIJOYJNE.csv,Engineering_BY4AWTY0.csv,0,0
Engineering_FIJOYJNE.csv,Engineering_O5OR15BY.csv,1,8
Engineering_FIJOYJNE.csv,Engineering_K3I8BZBF.csv,0,0
Engineering_FIJOYJNE.csv,Engineering_DQYUN3UV.csv,1,3
Engineering_FIJOYJNE.csv,Engineering_QF4B8DWO.csv,0,0
Engineering_FIJOYJNE.csv,Engineering_BPMBJPI4.csv,1,8
Engineering_FIJOYJNE.csv,Engineering_3QXKHKTG.csv,0,0
Engineering_FIJOYJNE.csv,Engineering_YZMEPGTH.csv,1,6
Engineering_FIJOYJNE.csv,Engineering_81XE6VA0.csv,0,0
Engineering_FIJOYJNE.csv,Engineering_3J1L7R84.csv,1,7
Engineering_FIJOYJNE.csv,Engineering_RUPFR2P3.csv,0,0
Engineering_FIJOYJNE.csv,Engineering_B5UL5NWQ.csv,1,4
Engineering_FIJOYJNE.csv,Engineering_R9A7MFP0.csv,0,0
Engineering_FIJOYJNE.csv,Engineering_452BFSOZ.csv,1,7
Engineering_FIJOYJNE.csv,Engineering_X497W19V.csv,0,0
Engineering_FIJOYJNE.csv,Engineering_H8LMN4R7.csv,1,4
Engineering_FIJOYJNE.csv,Engineering_MSOXLTA8.csv,0,0
Engineering_FIJOYJNE.csv,Engineering_SI5GAS44.csv,1,6
Engineering_FIJOYJNE.csv,Engineering_Q4HEZ5ED.csv,0,0
Biology_90O7Y22T.csv,Biology_1TDGNNQF.csv,1,2
Biology_90O7Y22T.csv,Biology_1H8OJRJE.csv,0,0
Biology_90O7Y22T.csv,Biology_H3TZR685.csv,1,5
Biology_90O7Y22T.csv,Biology_CL472RL1.csv,0,0
Biology_90O7Y22T.csv,Biology_W0VUGKV0.csv,1,5
Biology_90O7Y22T.csv,Biology_UQUHZ6A8.csv,0,0
Biology_90O7Y22T.csv,Biology_X52DNR9I.csv,1,6
Biology_90O7Y22T.csv,Biology_FOH3HJ5S.csv,0,0
Biology_90O7Y22T.csv,Biology_44P39JYM.csv,1,8
Biology_90O7Y22T.csv,Biology_T5J284WV.csv,0,0
Biology_90O7Y22T.csv,Biology_UMPYO0CU.csv,1,5
Biology_90O7Y22T.csv,Biology_5CI6VG2G.csv,0,0
Biology_90O7Y22T.csv,Biology_J0JE4QVZ.csv,1,7
Biology_90O7Y22T.csv,Biology_2KTBCUDS.csv,0,0
Biology_90O7Y22T.csv,Biology_70LKLFYP.csv,1,3
Biology_90O7Y22T.csv,Biology_O3Q3QA3S.csv,0,0
Biology_90O7Y22T.csv,Biology_WT1Q3TMY.csv,1,5
Biology_90O7Y22T.csv,Biology_OMQIGCT2.csv,0,0
Biology_90O7Y22T.csv,Biology_MI8X76RK.csv,1,3
Biology_90O7Y22T.csv,Biology_YXGO4B9U.csv,0,0
Genetics_0HICCT5H.csv,Genetics_GP8IY3X8.csv,1,7
Genetics_0HICCT5H.csv,Genetics_0RCXN22P.csv,0,0
Genetics_0HICCT5H.csv,Genetics_WDZRMH3F.csv,1,6
Genetics_0HICCT5H.csv,Genetics_NE9NNOVJ.csv,0,0
Genetics_0HICCT5H.csv,Genetics_8QLHBIAW.csv,1,3
Genetics_0HICCT5H.csv,Genetics_26OC7T3B.csv,0,0
Genetics_0HICCT5H.csv,Genetics_G52EFUJE.csv,1,5
Genetics_0HICCT5H.csv,Genetics_9UY7S361.csv,0,0
Genetics_0HICCT5H.csv,Genetics_N12O0V3Z.csv,1,7
Genetics_0HICCT5H.csv,Genetics_1UQXJ4EF.csv,0,0
Genetics_0HICCT5H.csv,Genetics_XI9D99VH.csv,1,7
Genetics_0HICCT5H.csv,Genetics_DSTWG6NJ.csv,0,0
Genetics_0HICCT5H.csv,Genetics_9XHRO199.csv,1,4
Genetics_0HICCT5H.csv,Genetics_JZEJBF7N.csv,0,0
Genetics_0HICCT5H.csv,Genetics_XTUFDJKD.csv,1,3
Genetics_0HICCT5H.csv,Genetics_HS57TCOZ.csv,0,0
Genetics_0HICCT5H.csv,Genetics_NIQSUHA5.csv,1,4
Genetics_0HICCT5H.csv,Genetics_69WEZC1B.csv,0,0
Genetics_0HICCT5H.csv,Genetics_1Z0SHZBU.csv,1,6
Genetics_0HICCT5H.csv,Genetics_7FZTVOVK.csv,0,0
Computer-Science_JPGJQMLJ.csv,Computer-Science_EL532UUJ.csv,1,4
Computer-Science_JPGJQMLJ.csv,Computer-Science_TRDW6ET3.csv,0,0
Computer-Science_JPGJQMLJ.csv,Computer-Science_SEF6Y39C.csv,1,8
Computer-Science_JPGJQMLJ.csv,Computer-Science_46JD2GVF.csv,0,0
Computer-Science_JPGJQMLJ.csv,Computer-Science_2277KXXS.csv,1,3
Computer-Science_JPGJQMLJ.csv,Computer-Science_EVG9YSQJ.csv,0,0
Computer-Science_JPGJQMLJ.csv,Computer-Science_FT9YVI7F.csv,1,3
Computer-Science_JPGJQMLJ.csv,Computer-Science_XBXTLNV5.csv,0,0
Computer-Science_JPGJQMLJ.csv,Computer-Science_87CVIYJK.csv,1,6
Computer-Science_JPGJQMLJ.csv,Computer-Science_K2C0XP2S.csv,0,0
Computer-Science_JPGJQMLJ.csv,Computer-Science_PT4MX23S.csv,1,6
Computer-Science_JPGJQMLJ.csv,Computer-Science_KMIQD4X9.csv,0,0
Computer-Science_JPGJQMLJ.csv,Computer-Science_HSFKR26J.csv,1,8
Computer-Science_JPGJQMLJ.csv,Computer-Science_2WB0DZ6X.csv,0,0
Computer-Science_JPGJQMLJ.csv,Computer-Science_OBUGVJIC.csv,1,4
Computer-Science_JPGJQMLJ.csv,Computer-Science_I42AFBQN.csv,0,0
Computer-Science_JPGJQMLJ.csv,Computer-Science_1HSPTHDP.csv,1,6
Computer-Science_JPGJQMLJ.csv,Computer-Science_8B6PJS1A.csv,0,0
Computer-Science_JPGJQMLJ.csv,Computer-Science_XE78669B.csv,1,6
Computer-Science_JPGJQMLJ.csv,Computer-Science_YXQBWEWP.csv,0,0
Business_CW8VL34L.csv,Business_IE3CSMCM.csv,1,3
Business_CW8VL34L.csv,Business_SWDVRHX1.csv,0,0
Business_CW8VL34L.csv,Business_L8SUGFUS.csv,1,8
Business_CW8VL34L.csv,Business_K2W2CW1R.csv,0,0
Business_CW8VL34L.csv,Business_IEPXXYCJ.csv,1,2
Business_CW8VL34L.csv,Business_X2EI7XZU.csv,0,0
Business_CW8VL34L.csv,Business_9HQQ2NS5.csv,1,5
Business_CW8VL34L.csv,Business_MIP5BX9X.csv,0,0
Business_CW8VL34L.csv,Business_37WI9LI1.csv,1,5
Business_CW8VL34L.csv,Business_SFQM9RIT.csv,0,0
Business_CW8VL34L.csv,Business_KJKVCBFC.csv,1,7
Business_CW8VL34L.csv,Business_K2043NVJ.csv,0,0
Business_CW8VL34L.csv,Business_X69GUP3H.csv,1,8
Business_CW8VL34L.csv,Business_GDSY0PKU.csv,0,0
Business_CW8VL34L.csv,Business_K5635T5B.csv,1,8
Business_CW8VL34L.csv,Business_S8AG1IQX.csv,0,0
Business_CW8VL34L.csv,Business_9MX9SEY6.csv,1,2
Business_CW8VL34L.csv,Business_9XJM6Z6C.csv,0,0
Business_CW8VL34L.csv,Business_473J6IUU.csv,1,8
Business_CW8VL34L.csv,Business_V6685T4B.csv,0,0
Law_J0N064DI.csv,Law_7N9U47YU.csv,1,5
Law_J0N064DI.csv,Law_V8WQ4MPR.csv,0,0
Law_J0N064DI.csv,Law_SN5U4W9R.csv,1,8
Law_J0N064DI.csv,Law_YZWJSCSF.csv,0,0
Law_J0N064DI.csv,Law_4NM8R9RI.csv,1,7
Law_J0N064DI.csv,Law_OODG0V4G.csv,0,0
Law_J0N064DI.csv,Law_K044MSUS.csv,1,6
Law_J0N064DI.csv,Law_O8CL0LCZ.csv,0,0
Law_J0N064DI.csv,Law_ATGVS387.csv,1,2
Law_J0N064DI.csv,Law_63RMHVK3.csv,0,0
Law_J0N064DI.csv,Law_VSMLZ16U.csv,1,2
Law_J0N064DI.csv,Law_LI4UPAQY.csv,0,0
Law_J0N064DI.csv,Law_TAQXPDH3.csv,1,4
Law_J0N064DI.csv,Law_THSXOOI4.csv,0,0
Law_J0N064DI.csv,Law_0948NPF7.csv,1,4
Law_J0N064DI.csv,Law_EHD96M8J.csv,0,0
Law_J0N064DI.csv,Law_D3I603D9.csv,1,8
Law_J0N064DI.csv,Law_BZQANEC1.csv,0,0
Law_J0N064DI.csv,Law_S0LI0XY2.csv,1,2
Law_J0N064DI.csv,Law_IWHL8Z7I.csv,0,0
Financial-Markets_WJRMHC0B.csv,Financial-Markets_PNEGC2DP.csv,1,5
Financial-Markets_WJRMHC0B.csv,Financial-Markets_O8NDI6SO.csv,0,0
Financial-Markets_WJRMHC0B.csv,Financial-Markets_UPTJ7O0T.csv,1,6
Financial-Markets_WJRMHC0B.csv,Financial-Markets_L195DWY7.csv,0,0
Financial-Markets_WJRMHC0B.csv,Financial-Markets_J3D90097.csv,1,8
Financial-Markets_WJRMHC0B.csv,Financial-Markets_NVF2XF8M.csv,0,0
Financial-Markets_WJRMHC0B.csv,Financial-Markets_9N4NVTAN.csv,1,8
Financial-Markets_WJRMHC0B.csv,Financial-Markets_4PNZP9US.csv,0,0
Financial-Markets_WJRMHC0B.csv,Financial-Markets_QX653G4U.csv,1,4
Financial-Markets_WJRMHC0B.csv,Financial-Markets_COJBQ90S.csv,0,0
Financial-Markets_WJRMHC0B.csv,Financial-Markets_VQ553KWK.csv,1,6
Financial-Markets_WJRMHC0B.csv,Financial-Markets_L8D7CEDA.csv,0,0
Financial-Markets_WJRMHC0B.csv,Financial-Markets_JAN63XD4.csv,1,2
Financial-Markets_WJRMHC0B.csv,Financial-Markets_890AB7R8.csv,0,0
Financial-Markets_WJRMHC0B.csv,Financial-Markets_JPM7QWRZ.csv,1,6
Financial-Markets_WJRMHC0B.csv,Financial-Markets_3POTFCFZ.csv,0,0
Financial-Markets_WJRMHC0B.csv,Financial-Markets_AKF51VG7.csv,1,2
Financial-Markets_WJRMHC0B.csv,Financial-Markets_4RCER8CL.csv,0,0
Financial-Markets_WJRMHC0B.csv,Financial-Markets_Y8VYIF6W.csv,1,6
Financial-Markets_WJRMHC0B.csv,Financial-Markets_EVZUBR25.csv,0,0
International-Relations_YFSPEFRJ.csv,International-Relations_YJYUXGFA.csv,1,7
International-Relations_YFSPEFRJ.csv,International-Relations_60GBFW9F.csv,0,0
International-Relations_YFSPEFRJ.csv,International-Relations_YAS0YF9P.csv,1,8
International-Relations_YFSPEFRJ.csv,International-Relations_KIRTR5JE.csv,0,0
International-Relations_YFSPEFRJ.csv,International-Relations_4EXQP5M3.csv,1,4
International-Relations_YFSPEFRJ.csv,International-Relations_YV2V1ITU.csv,0,0
International-Relations_YFSPEFRJ.csv,International-Relations_ULZUS5PU.csv,1,5
International-Relations_YFSPEFRJ.csv,International-Relations_XHM8L9B3.csv,0,0
International-Relations_YFSPEFRJ.csv,International-Relations_E05ITPQJ.csv,1,8
International-Relations_YFSPEFRJ.csv,International-Relations_E24Z8608.csv,0,0
International-Relations_YFSPEFRJ.csv,International-Relations_8FGPWKCZ.csv,1,7
International-Relations_YFSPEFRJ.csv,International-Relations_GAGQO679.csv,0,0
International-Relations_YFSPEFRJ.csv,International-Relations_XZ36JWB4.csv,1,5
International-Relations_YFSPEFRJ.csv,International-Relations_WTV3N74W.csv,0,0
International-Relations_YFSPEFRJ.csv,International-Relations_ETCHBVGK.csv,1,4
International-Relations_YFSPEFRJ.csv,International-Relations_13OZLL1Z.csv,0,0
International-Relations_YFSPEFRJ.csv,International-Relations_1YANNREG.csv,1,5
International-Relations_YFSPEFRJ.csv,International-Relations_M3HQ57UY.csv,0,0
International-Relations_YFSPEFRJ.csv,International-Relations_W3LTFIUH.csv,1,4
International-Relations_YFSPEFRJ.csv,International-Relations_XJ6Y0IY1.csv,0,0
Photography_K5SILU2D.csv,Photography_WA5IMY96.csv,1,6
Photography_K5SILU2D.csv,Photography_025KFBOS.csv,0,0
Photography_K5SILU2D.csv,Photography_596HHR8X.csv,1,7
Photography_K5SILU2D.csv,Photography_1KINNDW8.csv,0,0
Photography_K5SILU2D.csv,Photography_IIPJUPZ5.csv,1,8
Photography_K5SILU2D.csv,Photography_35UAF3WE.csv,0,0
Photography_K5SILU2D.csv,Photography_N5RUSV9I.csv,1,8
Photography_K5SILU2D.csv,Photography_G3BHK23A.csv,0,0
Photography_K5SILU2D.csv,Photography_XQFXKDZT.csv,1,2
Photography_K5SILU2D.csv,Photography_VH1I4EOY.csv,0,0
Photography_K5SILU2D.csv,Photography_JE7AK2WN.csv,1,7
Photography_K5SILU2D.csv,Photography_2NFGIHYW.csv,0,0
Photography_K5SILU2D.csv,Photography_ZSDP5YHP.csv,1,7
Photography_K5SILU2D.csv,Photography_DTLHAIAK.csv,0,0
Photography_K5SILU2D.csv,Photography_QKXIRHBV.csv,1,6
Photography_K5SILU2D.csv,Photography_QGHO6ACA.csv,0,0
Photography_K5SILU2D.csv,Photography_JLC90OUP.csv,1,5
Photography_K5SILU2D.csv,Photography_JA0BO8WA.csv,0,0
Photography_K5SILU2D.csv,Photography_TGN7P05D.csv,1,8
Photography_K5SILU2D.csv,Photography_3FG6IZED.csv,0,0
Genealogy_ZUU2ROEM.csv,Genealogy_IGJGK23U.csv,1,8
Genealogy_ZUU2ROEM.csv,Genealogy_N2T3QHFK.csv,0,0
Genealogy_ZUU2ROEM.csv,Genealogy_NUJFPWZ6.csv,1,2
Genealogy_ZUU2ROEM.csv,Genealogy_LBZ299PG.csv,0,0
Genealogy_ZUU2ROEM.csv,Genealogy_ADOIMZXF.csv,1,2
Genealogy_ZUU2ROEM.csv,Genealogy_BEM2IFVH.csv,0,0
Genealogy_ZUU2ROEM.csv,Genealogy_1Z5BY1LW.csv,1,3
Genealogy_ZUU2ROEM.csv,Genealogy_R2JCPS50.csv,0,0
Genealogy_ZUU2ROEM.csv,Genealogy_7P8BYW48.csv,1,7
Genealogy_ZUU2ROEM.csv,Genealogy_6UYRLBUO.csv,0,0
Genealogy_ZUU2ROEM.csv,Genealogy_47WOKGPP.csv,1,2
Genealogy_ZUU2ROEM.csv,Genealogy_WLLPUWBW.csv,0,0
Genealogy_ZUU2ROEM.csv,Genealogy_58TL5CFD.csv,1,3
Genealogy_ZUU2ROEM.csv,Genealogy_74AVMIVL.csv,0,0
Genealogy_ZUU2ROEM.csv,Genealogy_JH7XEXZG.csv,1,6
Genealogy_ZUU2ROEM.csv,Genealogy_K15UL9WO.csv,0,0
Genealogy_ZUU2ROEM.csv,Genealogy_TSILAZCL.csv,1,5
Genealogy_ZUU2ROEM.csv,Genealogy_OG5JVEPW.csv,0,0
Genealogy_ZUU2ROEM.csv,Genealogy_V2AQNPEW.csv,1,8
Genealogy_ZUU2ROEM.csv,Genealogy_K05YW8YG.csv,0,0
Veterinary-Medicine_V4B1K1KD.csv,Veterinary-Medicine_GVNM098Q.csv,1,2
Veterinary-Medicine_V4B1K1KD.csv,Veterinary-Medicine_95JDXA1F.csv,0,0
Veterinary-Medicine_V4B1K1KD.csv,Veterinary-Medicine_MGBNKSF4.csv,1,5
Veterinary-Medicine_V4B1K1KD.csv,Veterinary-Medicine_45QF8YLX.csv,0,0
Veterinary-Medicine_V4B1K1KD.csv,Veterinary-Medicine_Q23QORDJ.csv,1,2
Veterinary-Medicine_V4B1K1KD.csv,Veterinary-Medicine_O9DY7084.csv,0,0
Veterinary-Medicine_V4B1K1KD.csv,Veterinary-Medicine_7JH2LKNM.csv,1,6
Veterinary-Medicine_V4B1K1KD.csv,Veterinary-Medicine_9UR73A70.csv,0,0
Veterinary-Medicine_V4B1K1KD.csv,Veterinary-Medicine_GGGS8W0Q.csv,1,6
Veterinary-Medicine_V4B1K1KD.csv,Veterinary-Medicine_4CLRZJZC.csv,0,0
Veterinary-Medicine_V4B1K1KD.csv,Veterinary-Medicine_PD4RXBVT.csv,1,7
Veterinary-Medicine_V4B1K1KD.csv,Veterinary-Medicine_IT2UR0FM.csv,0,0
Veterinary-Medicine_V4B1K1KD.csv,Veterinary-Medicine_57XD6KET.csv,1,7
Veterinary-Medicine_V4B1K1KD.csv,Veterinary-Medicine_7BLMMDPC.csv,0,0
Veterinary-Medicine_V4B1K1KD.csv,Veterinary-Medicine_MRX36ZHB.csv,1,7
Veterinary-Medicine_V4B1K1KD.csv,Veterinary-Medicine_2L49WWKQ.csv,0,0
Veterinary-Medicine_V4B1K1KD.csv,Veterinary-Medicine_NOONR06B.csv,1,8
Veterinary-Medicine_V4B1K1KD.csv,Veterinary-Medicine_LAOQTR1Y.csv,0,0
Veterinary-Medicine_V4B1K1KD.csv,Veterinary-Medicine_T7ZGA6X9.csv,1,5
Veterinary-Medicine_V4B1K1KD.csv,Veterinary-Medicine_TG4EVRUR.csv,0,0
Cooking_ZUIB5SQ0.csv,Cooking_ZYCMVO84.csv,1,2
Cooking_ZUIB5SQ0.csv,Cooking_LSG4IQ9L.csv,0,0
Cooking_ZUIB5SQ0.csv,Cooking_WOT0VXQS.csv,1,3
Cooking_ZUIB5SQ0.csv,Cooking_DE4M6HY7.csv,0,0
Cooking_ZUIB5SQ0.csv,Cooking_JULF5VLU.csv,1,5
Cooking_ZUIB5SQ0.csv,Cooking_K5FI11Z1.csv,0,0
Cooking_ZUIB5SQ0.csv,Cooking_MXAU7MBA.csv,1,6
Cooking_ZUIB5SQ0.csv,Cooking_WTIGY6TK.csv,0,0
Cooking_ZUIB5SQ0.csv,Cooking_V1IV5WMK.csv,1,6
Cooking_ZUIB5SQ0.csv,Cooking_DH02YH9Q.csv,0,0
Cooking_ZUIB5SQ0.csv,Cooking_AT0G7RI0.csv,1,7
Cooking_ZUIB5SQ0.csv,Cooking_5MMQ7MW0.csv,0,0
Cooking_ZUIB5SQ0.csv,Cooking_N4VPAAFH.csv,1,5
Cooking_ZUIB5SQ0.csv,Cooking_GQO3SQ3D.csv,0,0
Cooking_ZUIB5SQ0.csv,Cooking_SXU1HGCA.csv,1,8
Cooking_ZUIB5SQ0.csv,Cooking_RFXVLHZZ.csv,0,0
Cooking_ZUIB5SQ0.csv,Cooking_40KHIDKG.csv,1,7
Cooking_ZUIB5SQ0.csv,Cooking_2LYWBI45.csv,0,0
Cooking_ZUIB5SQ0.csv,Cooking_7OV77G1P.csv,1,2
Cooking_ZUIB5SQ0.csv,Cooking_YZPF322F.csv,0,0
Gardening_Z0C99AFT.csv,Gardening_69N3VXDO.csv,1,2
Gardening_Z0C99AFT.csv,Gardening_2HGOAVWS.csv,0,0
Gardening_Z0C99AFT.csv,Gardening_K5I0GQMM.csv,1,2
Gardening_Z0C99AFT.csv,Gardening_7D9146LL.csv,0,0
Gardening_Z0C99AFT.csv,Gardening_U6Y0PRZV.csv,1,5
Gardening_Z0C99AFT.csv,Gardening_I06T9U9N.csv,0,0
Gardening_Z0C99AFT.csv,Gardening_WIL68UHW.csv,1,7
Gardening_Z0C99AFT.csv,Gardening_08S1A7GB.csv,0,0
Gardening_Z0C99AFT.csv,Gardening_RKSQJDSN.csv,1,3
Gardening_Z0C99AFT.csv,Gardening_G9O9YP6S.csv,0,0
Gardening_Z0C99AFT.csv,Gardening_0U9DAQM2.csv,1,5
Gardening_Z0C99AFT.csv,Gardening_8MMS2LEL.csv,0,0
Gardening_Z0C99AFT.csv,Gardening_C1R9QIKQ.csv,1,5
Gardening_Z0C99AFT.csv,Gardening_T59WEU7O.csv,0,0
Gardening_Z0C99AFT.csv,Gardening_088ZFWON.csv,1,3
Gardening_Z0C99AFT.csv,Gardening_749AHW2P.csv,0,0
Gardening_Z0C99AFT.csv,Gardening_CUYHYQ8S.csv,1,3
Gardening_Z0C99AFT.csv,Gardening_6625CSMU.csv,0,0
Gardening_Z0C99AFT.csv,Gardening_N1GN81EJ.csv,1,3
Gardening_Z0C99AFT.csv,Gardening_LQ9EOQ0Y.csv,0,0
Performing-Arts_EW6GSTFS.csv,Performing-Arts_2YZB4K8O.csv,1,2
Performing-Arts_EW6GSTFS.csv,Performing-Arts_TXA99JHC.csv,0,0
Performing-Arts_EW6GSTFS.csv,Performing-Arts_9FTNWN06.csv,1,6
Performing-Arts_EW6GSTFS.csv,Performing-Arts_HLD939ES.csv,0,0
Performing-Arts_EW6GSTFS.csv,Performing-Arts_5VWIPGSE.csv,1,3
Performing-Arts_EW6GSTFS.csv,Performing-Arts_1KAUPO1R.csv,0,0
Performing-Arts_EW6GSTFS.csv,Performing-Arts_32WT59GL.csv,1,5
Performing-Arts_EW6GSTFS.csv,Performing-Arts_NC9Q884J.csv,0,0
Performing-Arts_EW6GSTFS.csv,Performing-Arts_SI366FZX.csv,1,7
Performing-Arts_EW6GSTFS.csv,Performing-Arts_I2KLJ4WC.csv,0,0
Performing-Arts_EW6GSTFS.csv,Performing-Arts_QXOCN7XY.csv,1,2
Performing-Arts_EW6GSTFS.csv,Performing-Arts_RQ8LYYXE.csv,0,0
Performing-Arts_EW6GSTFS.csv,Performing-Arts_ZWW54A6I.csv,1,6
Performing-Arts_EW6GSTFS.csv,Performing-Arts_6RNJLKXH.csv,0,0
Performing-Arts_EW6GSTFS.csv,Performing-Arts_H444NK0B.csv,1,7
Performing-Arts_EW6GSTFS.csv,Performing-Arts_KI6CJDKQ.csv,0,0
Performing-Arts_EW6GSTFS.csv,Performing-Arts_BSFN244K.csv,1,6
Performing-Arts_EW6GSTFS.csv,Performing-Arts_6QKV3EOY.csv,0,0
Performing-Arts_EW6GSTFS.csv,Performing-Arts_760JGL4C.csv,1,3
Performing-Arts_EW6GSTFS.csv,Performing-Arts_8A170XC7.csv,0,0
Fashion_80QMAA7H.csv,Fashion_7AYNU0XG.csv,1,4
Fashion_80QMAA7H.csv,Fashion_QQ81XRZN.csv,0,0
Fashion_80QMAA7H.csv,Fashion_LX994QTW.csv,1,5
Fashion_80QMAA7H.csv,Fashion_HO2KGN6Z.csv,0,0
Fashion_80QMAA7H.csv,Fashion_DKYAFJ41.csv,1,7
Fashion_80QMAA7H.csv,Fashion_XFCYZ7SD.csv,0,0
Fashion_80QMAA7H.csv,Fashion_M7SMC67O.csv,1,2
Fashion_80QMAA7H.csv,Fashion_XPAKFRZW.csv,0,0
Fashion_80QMAA7H.csv,Fashion_7AEF9S9W.csv,1,3
Fashion_80QMAA7H.csv,Fashion_3ZAQL06G.csv,0,0
Fashion_80QMAA7H.csv,Fashion_H6Q8Q2Y4.csv,1,4
Fashion_80QMAA7H.csv,Fashion_3B4HQEYO.csv,0,0
Fashion_80QMAA7H.csv,Fashion_W78AQPSF.csv,1,5
Fashion_80QMAA7H.csv,Fashion_E9L4UWNR.csv,0,0
Fashion_80QMAA7H.csv,Fashion_MPPQNOMP.csv,1,5
Fashion_80QMAA7H.csv,Fashion_HF5A8C4X.csv,0,0
Fashion_80QMAA7H.csv,Fashion_R5L6RZOI.csv,1,8
Fashion_80QMAA7H.csv,Fashion_48C6WZL3.csv,0,0
Fashion_80QMAA7H.csv,Fashion_AANYGUXQ.csv,1,4
Fashion_80QMAA7H.csv,Fashion_R4VXL51N.csv,0,0
Language_LIOGRP91.csv,Language_YMJJ4AL0.csv,1,5
Language_LIOGRP91.csv,Language_8U5TQ9DZ.csv,0,0
Language_LIOGRP91.csv,Language_Q4G2VQXX.csv,1,3
Language_LIOGRP91.csv,Language_WB0HWM8L.csv,0,0
Language_LIOGRP91.csv,Language_2FYS3JKV.csv,1,5
Language_LIOGRP91.csv,Language_ZEFKVOUU.csv,0,0
Language_LIOGRP91.csv,Language_ZR2X720K.csv,1,6
Language_LIOGRP91.csv,Language_PQFNKZGG.csv,0,0
Language_LIOGRP91.csv,Language_DBZ7FGQJ.csv,1,6
Language_LIOGRP91.csv,Language_TOPS2II7.csv,0,0
Language_LIOGRP91.csv,Language_8R92I8L3.csv,1,8
Language_LIOGRP91.csv,Language_TW48OF2T.csv,0,0
Language_LIOGRP91.csv,Language_AA7IWS48.csv,1,4
Language_LIOGRP91.csv,Language_4TA1SOA9.csv,0,0
Language_LIOGRP91.csv,Language_ZPKYYOQF.csv,1,5
Language_LIOGRP91.csv,Language_RS8R0MEL.csv,0,0
Language_LIOGRP91.csv,Language_2R5MUBJD.csv,1,6
Language_LIOGRP91.csv,Language_SRI2AOFJ.csv,0,0
Language_LIOGRP91.csv,Language_T5X3CVFJ.csv,1,5
Language_LIOGRP91.csv,Language_E84LMQYA.csv,0,0
Climatology_CM3G7N4Y.csv,Climatology_TUKC97HQ.csv,1,3
Climatology_CM3G7N4Y.csv,Climatology_AC4JXFPK.csv,0,0
Climatology_CM3G7N4Y.csv,Climatology_DDWJ8GI5.csv,1,4
Climatology_CM3G7N4Y.csv,Climatology_WIQC529S.csv,0,0
Climatology_CM3G7N4Y.csv,Climatology_L8WU3R9K.csv,1,6
Climatology_CM3G7N4Y.csv,Climatology_CILCMG5M.csv,0,0
Climatology_CM3G7N4Y.csv,Climatology_57QDXOEA.csv,1,7
Climatology_CM3G7N4Y.csv,Climatology_3DX90XDR.csv,0,0
Climatology_CM3G7N4Y.csv,Climatology_TEN7GGO8.csv,1,8
Climatology_CM3G7N4Y.csv,Climatology_PL990GW3.csv,0,0
Climatology_CM3G7N4Y.csv,Climatology_K82WU9UX.csv,1,4
Climatology_CM3G7N4Y.csv,Climatology_UP8NY9QX.csv,0,0
