,query_table,data_lake_table,unionable,num_union_cols,intent_col_name
322,Psychology_NO6B9M80.csv,Psychology_GYR3XKXW.csv,1,8,PersonalityType
323,Psychology_NO6B9M80.csv,Psychology_PK3YR9OU.csv,0,0,N/A
324,Psychology_NO6B9M80.csv,Psychology_UZRENUN5.csv,1,8,SubjectID
325,Psychology_NO6B9M80.csv,Psychology_HJK1EYY3.csv,0,0,N/A
326,Psychology_NO6B9M80.csv,Psychology_8RVHS1K3.csv,1,7,PersonalityType
327,Psychology_NO6B9M80.csv,Psychology_GT6MJXK8.csv,0,0,N/A
328,Psychology_NO6B9M80.csv,Psychology_5BHXTPDP.csv,1,4,SubjectID
329,Psychology_NO6B9M80.csv,Psychology_KQ71N8MT.csv,0,0,N/A
330,Psychology_NO6B9M80.csv,Psychology_72HPOEVB.csv,1,5,SubjectID
331,Psychology_NO6B9M80.csv,Psychology_OAEDOECV.csv,0,0,N/A
332,Psychology_NO6B9M80.csv,Psychology_5N8I4P40.csv,1,7,PersonalityType
333,Psychology_NO6B9M80.csv,Psychology_DZVGPMM8.csv,0,0,N/A
334,Psychology_NO6B9M80.csv,Psychology_3PE29GD8.csv,1,4,SubjectID
335,Psychology_NO6B9M80.csv,Psychology_MSND8DUD.csv,0,0,N/A
336,Psychology_NO6B9M80.csv,Psychology_7KD6FLEE.csv,1,8,PersonalityType
337,Psychology_NO6B9M80.csv,Psychology_HPCF07UQ.csv,0,0,N/A
338,Psychology_NO6B9M80.csv,Psychology_UEA3GE8N.csv,1,5,SubjectID
339,Psychology_NO6B9M80.csv,Psychology_EPXSK28T.csv,0,0,N/A
340,Sociology_GIQHG9JR.csv,Sociology_SNVNQ65Q.csv,1,4,SociologicalTheory
341,Sociology_GIQHG9JR.csv,Sociology_RCAVIQK2.csv,0,0,N/A
342,Sociology_GIQHG9JR.csv,Sociology_HEJ8CX9J.csv,1,2,SociologicalTheory
343,Sociology_GIQHG9JR.csv,Sociology_XCWNPGW9.csv,0,0,N/A
344,Sociology_GIQHG9JR.csv,Sociology_KL0BLV0P.csv,1,3,SociologicalTheory
345,Sociology_GIQHG9JR.csv,Sociology_YC4OM3WT.csv,0,0,N/A
346,Sociology_GIQHG9JR.csv,Sociology_VRERW6Z8.csv,1,5,SociologicalTheory
347,Sociology_GIQHG9JR.csv,Sociology_QLQCG1WU.csv,0,0,N/A
348,Sociology_GIQHG9JR.csv,Sociology_YMQC1A78.csv,1,2,SociologicalTheory
349,Sociology_GIQHG9JR.csv,Sociology_X1EVUHT6.csv,0,0,N/A
350,Sociology_GIQHG9JR.csv,Sociology_S9IM0YLT.csv,1,5, ResearchDesign
351,Sociology_GIQHG9JR.csv,Sociology_TSN1U322.csv,0,0,N/A
352,Sociology_GIQHG9JR.csv,Sociology_KFS6VFPT.csv,1,8,SociologicalTheory
353,Sociology_GIQHG9JR.csv,Sociology_BCP4E30M.csv,0,0,N/A
354,Sociology_GIQHG9JR.csv,Sociology_PJAG1OL7.csv,1,5,SociologicalTheory
355,Sociology_GIQHG9JR.csv,Sociology_H3I379U2.csv,0,0,N/A
356,Sociology_GIQHG9JR.csv,Sociology_92K42QPR.csv,1,5,SociologicalTheory
357,Sociology_GIQHG9JR.csv,Sociology_R2ESPRVU.csv,0,0,N/A
358,Sociology_GIQHG9JR.csv,Sociology_YJNE00V8.csv,1,3,SociologicalTheory
359,Sociology_GIQHG9JR.csv,Sociology_0YBY4AWT.csv,0,0,N/A
360,Mythology_8F1CBFNO.csv,Mythology_6B9M80O2.csv,1,7,Mythological Creature
361,Mythology_8F1CBFNO.csv,Mythology_RJNVGFYG.csv,0,0,N/A
362,Mythology_8F1CBFNO.csv,Mythology_C38HYF9S.csv,1,4,Mythological Creature
363,Mythology_8F1CBFNO.csv,Mythology_COSFOGYR.csv,0,0,N/A
364,Mythology_8F1CBFNO.csv,Mythology_XWNREK8P.csv,1,3,Origin
365,Mythology_8F1CBFNO.csv,Mythology_9OUDOCUZ.csv,0,0,N/A
366,Mythology_8F1CBFNO.csv,Mythology_UN5Z3JQI.csv,1,7,Mythological Creature
367,Mythology_8F1CBFNO.csv,Mythology_Q1ZXOI65.csv,0,0,N/A
368,Mythology_8F1CBFNO.csv,Mythology_K1EYY37Q.csv,1,3,Origin
369,Mythology_8F1CBFNO.csv,Mythology_RVHS1K3A.csv,0,0,N/A
370,Mythology_8F1CBFNO.csv,Mythology_L6GT6MJX.csv,1,6,Mythological Creature
371,Mythology_8F1CBFNO.csv,Mythology_AU5BHXTP.csv,0,0,N/A
372,Mythology_8F1CBFNO.csv,Mythology_F5E8II49.csv,1,2,Origin
373,Mythology_8F1CBFNO.csv,Mythology_1N8MTZX2.csv,0,0,N/A
374,Mythology_8F1CBFNO.csv,Mythology_EVB9OOAE.csv,1,3,Powers
375,Mythology_8F1CBFNO.csv,Mythology_ECVE6PR5.csv,0,0,N/A
376,Mythology_8F1CBFNO.csv,Mythology_4P40MGG1.csv,1,6,Mythological Creature
377,Mythology_8F1CBFNO.csv,Mythology_DGDZVGPM.csv,0,0,N/A
378,Mythology_8F1CBFNO.csv,Mythology_E29GD8AF.csv,1,8,Mythological Creature
379,Mythology_8F1CBFNO.csv,Mythology_DKYAYQ3S.csv,0,0,N/A
380,Poetry_NO6B9M80.csv,Poetry_O2RAK1VR.csv,1,2,Title
381,Poetry_NO6B9M80.csv,Poetry_QC38HYF9.csv,0,0,N/A
382,Poetry_NO6B9M80.csv,Poetry_XMECOSFO.csv,1,8,Title
383,Poetry_NO6B9M80.csv,Poetry_XKXWNREK.csv,0,0,N/A
384,Poetry_NO6B9M80.csv,Poetry_YR9OUDOC.csv,1,5,Title
385,Poetry_NO6B9M80.csv,Poetry_NUN5Z3JQ.csv,0,0,N/A
386,Poetry_NO6B9M80.csv,Poetry_Q1ZXOI65.csv,1,6,Title
387,Poetry_NO6B9M80.csv,Poetry_JK1EYY37.csv,0,0,N/A
388,Poetry_NO6B9M80.csv,Poetry_H8RVHS1K.csv,1,7,Title
389,Poetry_NO6B9M80.csv,Poetry_GT6MJXK8.csv,0,0,N/A
390,Poetry_NO6B9M80.csv,Poetry_5BHXTPDP.csv,1,4, Stanza Count
391,Poetry_NO6B9M80.csv,Poetry_8II49KQ7.csv,0,0,N/A
392,Poetry_NO6B9M80.csv,Poetry_MTZX272H.csv,1,6,Title
393,Poetry_NO6B9M80.csv,Poetry_OAEDOECV.csv,0,0,N/A
394,Poetry_NO6B9M80.csv,Poetry_5N8I4P40.csv,1,7,Title
395,Poetry_NO6B9M80.csv,Poetry_DGDZVGPM.csv,0,0,N/A
396,Poetry_NO6B9M80.csv,Poetry_LR3PE29G.csv,1,5,Title
397,Poetry_NO6B9M80.csv,Poetry_AFPK054N.csv,0,0,N/A
398,Poetry_NO6B9M80.csv,Poetry_AYQ3S195.csv,1,5,Title
399,Poetry_NO6B9M80.csv,Poetry_D8DUDD46.csv,0,0,N/A
400,Architecture_EPZHPCF0.csv,Architecture_7UQNUPQZ.csv,1,6,"""Building Description"" "
401,Architecture_EPZHPCF0.csv,Architecture_3UEA3GE8.csv,0,0,N/A
402,Architecture_EPZHPCF0.csv,Architecture_EPXSK28T.csv,1,4,"""Building Description"" "
403,Architecture_EPZHPCF0.csv,Architecture_A9TGIQHG.csv,0,0,N/A
404,Architecture_EPZHPCF0.csv,Architecture_NVNQ65QD.csv,1,4," ""Style"""
405,Architecture_EPZHPCF0.csv,Architecture_CAVIQK29.csv,0,0,N/A
406,Architecture_EPZHPCF0.csv,Architecture_EJ8CX9J1.csv,1,2,"""Building Description"" "
407,Architecture_EPZHPCF0.csv,Architecture_CWNPGW90.csv,0,0,N/A
408,Architecture_EPZHPCF0.csv,Architecture_KL0BLV0P.csv,1,8," ""Description"""
409,Architecture_EPZHPCF0.csv,Architecture_OM3WTOOB.csv,0,0,N/A
410,Architecture_EPZHPCF0.csv,Architecture_ERW6Z8VB.csv,1,4,"""Building Description"" "
411,Architecture_EPZHPCF0.csv,Architecture_LQCG1WU1.csv,0,0,N/A
412,Architecture_EPZHPCF0.csv,Architecture_MQC1A78M.csv,1,5," ""Material"""
413,Architecture_EPZHPCF0.csv,Architecture_UHT6T0UZ.csv,0,0,N/A
414,Architecture_EPZHPCF0.csv,Architecture_0YLTZ9AT.csv,1,3,"""Building Description"" "
415,Architecture_EPZHPCF0.csv,Architecture_22N64KFS.csv,0,0,N/A
416,Architecture_EPZHPCF0.csv,Architecture_FPTOMJBC.csv,1,4,"""Building Description"" "
417,Architecture_EPZHPCF0.csv,Architecture_E30MY5ZP.csv,0,0,N/A
418,Architecture_EPZHPCF0.csv,Architecture_G1OL73D9.csv,1,8," ""Style"""
419,Architecture_EPZHPCF0.csv,Architecture_3I379U26.csv,0,0,N/A
420,Engineering_FIJOYJNE.csv,Engineering_00V830DN.csv,1,6,Material Selection
421,Engineering_FIJOYJNE.csv,Engineering_BY4AWTY0.csv,0,0,N/A
422,Engineering_FIJOYJNE.csv,Engineering_O5OR15BY.csv,1,8,"""Engineered System"
423,Engineering_FIJOYJNE.csv,Engineering_K3I8BZBF.csv,0,0,N/A
424,Engineering_FIJOYJNE.csv,Engineering_DQYUN3UV.csv,1,3,Quality Assurance
425,Engineering_FIJOYJNE.csv,Engineering_QF4B8DWO.csv,0,0,N/A
426,Engineering_FIJOYJNE.csv,Engineering_BPMBJPI4.csv,1,8,"""Engineered System"
427,Engineering_FIJOYJNE.csv,Engineering_3QXKHKTG.csv,0,0,N/A
428,Engineering_FIJOYJNE.csv,Engineering_YZMEPGTH.csv,1,6,Project Timeline
429,Engineering_FIJOYJNE.csv,Engineering_81XE6VA0.csv,0,0,N/A
430,Engineering_FIJOYJNE.csv,Engineering_3J1L7R84.csv,1,7,Project Team
431,Engineering_FIJOYJNE.csv,Engineering_RUPFR2P3.csv,0,0,N/A
432,Engineering_FIJOYJNE.csv,Engineering_B5UL5NWQ.csv,1,4,Project Timeline
433,Engineering_FIJOYJNE.csv,Engineering_R9A7MFP0.csv,0,0,N/A
434,Engineering_FIJOYJNE.csv,Engineering_452BFSOZ.csv,1,7,"""Engineered System"
435,Engineering_FIJOYJNE.csv,Engineering_X497W19V.csv,0,0,N/A
436,Engineering_FIJOYJNE.csv,Engineering_H8LMN4R7.csv,1,4,"""Engineered System"
437,Engineering_FIJOYJNE.csv,Engineering_MSOXLTA8.csv,0,0,N/A
438,Engineering_FIJOYJNE.csv,Engineering_SI5GAS44.csv,1,6,"""Engineered System"
439,Engineering_FIJOYJNE.csv,Engineering_Q4HEZ5ED.csv,0,0,N/A
440,Biology_90O7Y22T.csv,Biology_1TDGNNQF.csv,1,2,Biological entity name
441,Biology_90O7Y22T.csv,Biology_1H8OJRJE.csv,0,0,N/A
442,Biology_90O7Y22T.csv,Biology_H3TZR685.csv,1,5,Biological entity name
443,Biology_90O7Y22T.csv,Biology_CL472RL1.csv,0,0,N/A
444,Biology_90O7Y22T.csv,Biology_W0VUGKV0.csv,1,5,Biological entity name
445,Biology_90O7Y22T.csv,Biology_UQUHZ6A8.csv,0,0,N/A
446,Biology_90O7Y22T.csv,Biology_X52DNR9I.csv,1,6,Biological entity name
447,Biology_90O7Y22T.csv,Biology_FOH3HJ5S.csv,0,0,N/A
448,Biology_90O7Y22T.csv,Biology_44P39JYM.csv,1,8,Biological entity name
449,Biology_90O7Y22T.csv,Biology_T5J284WV.csv,0,0,N/A
450,Biology_90O7Y22T.csv,Biology_UMPYO0CU.csv,1,5,Biological entity name
451,Biology_90O7Y22T.csv,Biology_5CI6VG2G.csv,0,0,N/A
452,Biology_90O7Y22T.csv,Biology_J0JE4QVZ.csv,1,7,Biological entity name
453,Biology_90O7Y22T.csv,Biology_2KTBCUDS.csv,0,0,N/A
454,Biology_90O7Y22T.csv,Biology_70LKLFYP.csv,1,3,Biological entity name
455,Biology_90O7Y22T.csv,Biology_O3Q3QA3S.csv,0,0,N/A
456,Biology_90O7Y22T.csv,Biology_WT1Q3TMY.csv,1,5,Biological entity name
457,Biology_90O7Y22T.csv,Biology_OMQIGCT2.csv,0,0,N/A
458,Biology_90O7Y22T.csv,Biology_MI8X76RK.csv,1,3,Biological entity name
459,Biology_90O7Y22T.csv,Biology_YXGO4B9U.csv,0,0,N/A
460,Genetics_0HICCT5H.csv,Genetics_GP8IY3X8.csv,1,7, Recessive Alleles Needed
461,Genetics_0HICCT5H.csv,Genetics_0RCXN22P.csv,0,0,N/A
462,Genetics_0HICCT5H.csv,Genetics_WDZRMH3F.csv,1,6,Genetic Disorder
463,Genetics_0HICCT5H.csv,Genetics_NE9NNOVJ.csv,0,0,N/A
464,Genetics_0HICCT5H.csv,Genetics_8QLHBIAW.csv,1,3,Genetic Disorder
465,Genetics_0HICCT5H.csv,Genetics_26OC7T3B.csv,0,0,N/A
466,Genetics_0HICCT5H.csv,Genetics_G52EFUJE.csv,1,5,Genetic Disorder
467,Genetics_0HICCT5H.csv,Genetics_9UY7S361.csv,0,0,N/A
468,Genetics_0HICCT5H.csv,Genetics_N12O0V3Z.csv,1,7, Inheritance Pattern
469,Genetics_0HICCT5H.csv,Genetics_1UQXJ4EF.csv,0,0,N/A
470,Genetics_0HICCT5H.csv,Genetics_XI9D99VH.csv,1,7,Genetic Disorder
471,Genetics_0HICCT5H.csv,Genetics_DSTWG6NJ.csv,0,0,N/A
472,Genetics_0HICCT5H.csv,Genetics_9XHRO199.csv,1,4,Genetic Disorder
473,Genetics_0HICCT5H.csv,Genetics_JZEJBF7N.csv,0,0,N/A
474,Genetics_0HICCT5H.csv,Genetics_XTUFDJKD.csv,1,3,Genetic Disorder
475,Genetics_0HICCT5H.csv,Genetics_HS57TCOZ.csv,0,0,N/A
476,Genetics_0HICCT5H.csv,Genetics_NIQSUHA5.csv,1,4,Genetic Disorder
477,Genetics_0HICCT5H.csv,Genetics_69WEZC1B.csv,0,0,N/A
478,Genetics_0HICCT5H.csv,Genetics_1Z0SHZBU.csv,1,6,Genetic Disorder
479,Genetics_0HICCT5H.csv,Genetics_7FZTVOVK.csv,0,0,N/A
480,Computer-Science_JPGJQMLJ.csv,Computer-Science_EL532UUJ.csv,1,4,Programming Language
481,Computer-Science_JPGJQMLJ.csv,Computer-Science_TRDW6ET3.csv,0,0,N/A
482,Computer-Science_JPGJQMLJ.csv,Computer-Science_SEF6Y39C.csv,1,8,Programming Language
483,Computer-Science_JPGJQMLJ.csv,Computer-Science_46JD2GVF.csv,0,0,N/A
484,Computer-Science_JPGJQMLJ.csv,Computer-Science_2277KXXS.csv,1,3,Programming Language
485,Computer-Science_JPGJQMLJ.csv,Computer-Science_EVG9YSQJ.csv,0,0,N/A
486,Computer-Science_JPGJQMLJ.csv,Computer-Science_FT9YVI7F.csv,1,3,Programming Language
487,Computer-Science_JPGJQMLJ.csv,Computer-Science_XBXTLNV5.csv,0,0,N/A
488,Computer-Science_JPGJQMLJ.csv,Computer-Science_87CVIYJK.csv,1,6,Programming Language
489,Computer-Science_JPGJQMLJ.csv,Computer-Science_K2C0XP2S.csv,0,0,N/A
490,Computer-Science_JPGJQMLJ.csv,Computer-Science_PT4MX23S.csv,1,6,Programming Language
491,Computer-Science_JPGJQMLJ.csv,Computer-Science_KMIQD4X9.csv,0,0,N/A
492,Computer-Science_JPGJQMLJ.csv,Computer-Science_HSFKR26J.csv,1,8, Operating System
493,Computer-Science_JPGJQMLJ.csv,Computer-Science_2WB0DZ6X.csv,0,0,N/A
494,Computer-Science_JPGJQMLJ.csv,Computer-Science_OBUGVJIC.csv,1,4,Programming Language
495,Computer-Science_JPGJQMLJ.csv,Computer-Science_I42AFBQN.csv,0,0,N/A
496,Computer-Science_JPGJQMLJ.csv,Computer-Science_1HSPTHDP.csv,1,6,Programming Language
497,Computer-Science_JPGJQMLJ.csv,Computer-Science_8B6PJS1A.csv,0,0,N/A
498,Computer-Science_JPGJQMLJ.csv,Computer-Science_XE78669B.csv,1,6,Programming Language
499,Computer-Science_JPGJQMLJ.csv,Computer-Science_YXQBWEWP.csv,0,0,N/A
500,Business_CW8VL34L.csv,Business_IE3CSMCM.csv,1,3,"Census Classification Code (e.g., NAICS)"
501,Business_CW8VL34L.csv,Business_SWDVRHX1.csv,0,0,N/A
502,Business_CW8VL34L.csv,Business_L8SUGFUS.csv,1,8,"Census Classification Code (e.g., NAICS)"
503,Business_CW8VL34L.csv,Business_K2W2CW1R.csv,0,0,N/A
504,Business_CW8VL34L.csv,Business_IEPXXYCJ.csv,1,2,Company Name
505,Business_CW8VL34L.csv,Business_X2EI7XZU.csv,0,0,N/A
506,Business_CW8VL34L.csv,Business_9HQQ2NS5.csv,1,5,Company Name
507,Business_CW8VL34L.csv,Business_MIP5BX9X.csv,0,0,N/A
508,Business_CW8VL34L.csv,Business_37WI9LI1.csv,1,5,Revenue Growth Rate
509,Business_CW8VL34L.csv,Business_SFQM9RIT.csv,0,0,N/A
510,Business_CW8VL34L.csv,Business_KJKVCBFC.csv,1,7,Company Name
511,Business_CW8VL34L.csv,Business_K2043NVJ.csv,0,0,N/A
512,Business_CW8VL34L.csv,Business_X69GUP3H.csv,1,8,BusinessFinancialAnalysis
513,Business_CW8VL34L.csv,Business_GDSY0PKU.csv,0,0,N/A
514,Business_CW8VL34L.csv,Business_K5635T5B.csv,1,8,Company Name
515,Business_CW8VL34L.csv,Business_S8AG1IQX.csv,0,0,N/A
516,Business_CW8VL34L.csv,Business_9MX9SEY6.csv,1,2,Company Name
517,Business_CW8VL34L.csv,Business_9XJM6Z6C.csv,0,0,N/A
518,Business_CW8VL34L.csv,Business_473J6IUU.csv,1,8,Company Name
519,Business_CW8VL34L.csv,Business_V6685T4B.csv,0,0,N/A
520,Law_J0N064DI.csv,Law_7N9U47YU.csv,1,5,Legal Case Name
521,Law_J0N064DI.csv,Law_V8WQ4MPR.csv,0,0,N/A
522,Law_J0N064DI.csv,Law_SN5U4W9R.csv,1,8,Legal Case Name
523,Law_J0N064DI.csv,Law_YZWJSCSF.csv,0,0,N/A
524,Law_J0N064DI.csv,Law_4NM8R9RI.csv,1,7, Plaintiff(s) Names
525,Law_J0N064DI.csv,Law_OODG0V4G.csv,0,0,N/A
526,Law_J0N064DI.csv,Law_K044MSUS.csv,1,6,Legal Case Name
527,Law_J0N064DI.csv,Law_O8CL0LCZ.csv,0,0,N/A
528,Law_J0N064DI.csv,Law_ATGVS387.csv,1,2,Legal Case Name
529,Law_J0N064DI.csv,Law_63RMHVK3.csv,0,0,N/A
530,Law_J0N064DI.csv,Law_VSMLZ16U.csv,1,2,Legal Case Name
531,Law_J0N064DI.csv,Law_LI4UPAQY.csv,0,0,N/A
532,Law_J0N064DI.csv,Law_TAQXPDH3.csv,1,4,Legal Case Name
533,Law_J0N064DI.csv,Law_THSXOOI4.csv,0,0,N/A
534,Law_J0N064DI.csv,Law_0948NPF7.csv,1,4,Legal Case Name
535,Law_J0N064DI.csv,Law_EHD96M8J.csv,0,0,N/A
536,Law_J0N064DI.csv,Law_D3I603D9.csv,1,8,Legal Case Name
537,Law_J0N064DI.csv,Law_BZQANEC1.csv,0,0,N/A
538,Law_J0N064DI.csv,Law_S0LI0XY2.csv,1,2,Legal Case Name
539,Law_J0N064DI.csv,Law_IWHL8Z7I.csv,0,0,N/A
540,Financial-Markets_WJRMHC0B.csv,Financial-Markets_PNEGC2DP.csv,1,5,Stock Market Index
541,Financial-Markets_WJRMHC0B.csv,Financial-Markets_O8NDI6SO.csv,0,0,N/A
542,Financial-Markets_WJRMHC0B.csv,Financial-Markets_UPTJ7O0T.csv,1,6,Political Stability
543,Financial-Markets_WJRMHC0B.csv,Financial-Markets_L195DWY7.csv,0,0,N/A
544,Financial-Markets_WJRMHC0B.csv,Financial-Markets_J3D90097.csv,1,8,Interest Rates
545,Financial-Markets_WJRMHC0B.csv,Financial-Markets_NVF2XF8M.csv,0,0,N/A
546,Financial-Markets_WJRMHC0B.csv,Financial-Markets_9N4NVTAN.csv,1,8,Interest Rates
547,Financial-Markets_WJRMHC0B.csv,Financial-Markets_4PNZP9US.csv,0,0,N/A
548,Financial-Markets_WJRMHC0B.csv,Financial-Markets_QX653G4U.csv,1,4,Stock Market Index
549,Financial-Markets_WJRMHC0B.csv,Financial-Markets_COJBQ90S.csv,0,0,N/A
550,Financial-Markets_WJRMHC0B.csv,Financial-Markets_VQ553KWK.csv,1,6,Interest Rates
551,Financial-Markets_WJRMHC0B.csv,Financial-Markets_L8D7CEDA.csv,0,0,N/A
552,Financial-Markets_WJRMHC0B.csv,Financial-Markets_JAN63XD4.csv,1,2,Interest Rates
553,Financial-Markets_WJRMHC0B.csv,Financial-Markets_890AB7R8.csv,0,0,N/A
554,Financial-Markets_WJRMHC0B.csv,Financial-Markets_JPM7QWRZ.csv,1,6,Interest Rates
555,Financial-Markets_WJRMHC0B.csv,Financial-Markets_3POTFCFZ.csv,0,0,N/A
556,Financial-Markets_WJRMHC0B.csv,Financial-Markets_AKF51VG7.csv,1,2,Interest Rates
557,Financial-Markets_WJRMHC0B.csv,Financial-Markets_4RCER8CL.csv,0,0,N/A
558,Financial-Markets_WJRMHC0B.csv,Financial-Markets_Y8VYIF6W.csv,1,6,Stock Market Index
559,Financial-Markets_WJRMHC0B.csv,Financial-Markets_EVZUBR25.csv,0,0,N/A
560,International-Relations_YFSPEFRJ.csv,International-Relations_YJYUXGFA.csv,1,7, Diplomatic Ties
561,International-Relations_YFSPEFRJ.csv,International-Relations_60GBFW9F.csv,0,0,N/A
562,International-Relations_YFSPEFRJ.csv,International-Relations_YAS0YF9P.csv,1,8,Country
563,International-Relations_YFSPEFRJ.csv,International-Relations_KIRTR5JE.csv,0,0,N/A
564,International-Relations_YFSPEFRJ.csv,International-Relations_4EXQP5M3.csv,1,4,Country
565,International-Relations_YFSPEFRJ.csv,International-Relations_YV2V1ITU.csv,0,0,N/A
566,International-Relations_YFSPEFRJ.csv,International-Relations_ULZUS5PU.csv,1,5,Country
567,International-Relations_YFSPEFRJ.csv,International-Relations_XHM8L9B3.csv,0,0,N/A
568,International-Relations_YFSPEFRJ.csv,International-Relations_E05ITPQJ.csv,1,8,Country
569,International-Relations_YFSPEFRJ.csv,International-Relations_E24Z8608.csv,0,0,N/A
570,International-Relations_YFSPEFRJ.csv,International-Relations_8FGPWKCZ.csv,1,7,Country
571,International-Relations_YFSPEFRJ.csv,International-Relations_GAGQO679.csv,0,0,N/A
572,International-Relations_YFSPEFRJ.csv,International-Relations_XZ36JWB4.csv,1,5,Country
573,International-Relations_YFSPEFRJ.csv,International-Relations_WTV3N74W.csv,0,0,N/A
574,International-Relations_YFSPEFRJ.csv,International-Relations_ETCHBVGK.csv,1,4,Country
575,International-Relations_YFSPEFRJ.csv,International-Relations_13OZLL1Z.csv,0,0,N/A
576,International-Relations_YFSPEFRJ.csv,International-Relations_1YANNREG.csv,1,5,Country
577,International-Relations_YFSPEFRJ.csv,International-Relations_M3HQ57UY.csv,0,0,N/A
578,International-Relations_YFSPEFRJ.csv,International-Relations_W3LTFIUH.csv,1,4,Country
579,International-Relations_YFSPEFRJ.csv,International-Relations_XJ6Y0IY1.csv,0,0,N/A
580,Photography_K5SILU2D.csv,Photography_WA5IMY96.csv,1,6,File Name
581,Photography_K5SILU2D.csv,Photography_025KFBOS.csv,0,0,N/A
582,Photography_K5SILU2D.csv,Photography_596HHR8X.csv,1,7,File Name
583,Photography_K5SILU2D.csv,Photography_1KINNDW8.csv,0,0,N/A
584,Photography_K5SILU2D.csv,Photography_IIPJUPZ5.csv,1,8,Date Taken
585,Photography_K5SILU2D.csv,Photography_35UAF3WE.csv,0,0,N/A
586,Photography_K5SILU2D.csv,Photography_N5RUSV9I.csv,1,8,Shutter Speed
587,Photography_K5SILU2D.csv,Photography_G3BHK23A.csv,0,0,N/A
588,Photography_K5SILU2D.csv,Photography_XQFXKDZT.csv,1,2,Camera Make
589,Photography_K5SILU2D.csv,Photography_VH1I4EOY.csv,0,0,N/A
590,Photography_K5SILU2D.csv,Photography_JE7AK2WN.csv,1,7,Camera Make
591,Photography_K5SILU2D.csv,Photography_2NFGIHYW.csv,0,0,N/A
592,Photography_K5SILU2D.csv,Photography_ZSDP5YHP.csv,1,7,Camera Make
593,Photography_K5SILU2D.csv,Photography_DTLHAIAK.csv,0,0,N/A
594,Photography_K5SILU2D.csv,Photography_QKXIRHBV.csv,1,6,Focal Length
595,Photography_K5SILU2D.csv,Photography_QGHO6ACA.csv,0,0,N/A
596,Photography_K5SILU2D.csv,Photography_JLC90OUP.csv,1,5,Camera Make
597,Photography_K5SILU2D.csv,Photography_JA0BO8WA.csv,0,0,N/A
598,Photography_K5SILU2D.csv,Photography_TGN7P05D.csv,1,8,Camera Make
599,Photography_K5SILU2D.csv,Photography_3FG6IZED.csv,0,0,N/A
600,Genealogy_ZUU2ROEM.csv,Genealogy_IGJGK23U.csv,1,8,PersonID
601,Genealogy_ZUU2ROEM.csv,Genealogy_N2T3QHFK.csv,0,0,N/A
602,Genealogy_ZUU2ROEM.csv,Genealogy_NUJFPWZ6.csv,1,2, SpouseName
603,Genealogy_ZUU2ROEM.csv,Genealogy_LBZ299PG.csv,0,0,N/A
604,Genealogy_ZUU2ROEM.csv,Genealogy_ADOIMZXF.csv,1,2,PersonID
605,Genealogy_ZUU2ROEM.csv,Genealogy_BEM2IFVH.csv,0,0,N/A
606,Genealogy_ZUU2ROEM.csv,Genealogy_1Z5BY1LW.csv,1,3,PersonID
607,Genealogy_ZUU2ROEM.csv,Genealogy_R2JCPS50.csv,0,0,N/A
608,Genealogy_ZUU2ROEM.csv,Genealogy_7P8BYW48.csv,1,7,PersonID
609,Genealogy_ZUU2ROEM.csv,Genealogy_6UYRLBUO.csv,0,0,N/A
610,Genealogy_ZUU2ROEM.csv,Genealogy_47WOKGPP.csv,1,2,PersonID
611,Genealogy_ZUU2ROEM.csv,Genealogy_WLLPUWBW.csv,0,0,N/A
612,Genealogy_ZUU2ROEM.csv,Genealogy_58TL5CFD.csv,1,3,PersonID
613,Genealogy_ZUU2ROEM.csv,Genealogy_74AVMIVL.csv,0,0,N/A
614,Genealogy_ZUU2ROEM.csv,Genealogy_JH7XEXZG.csv,1,6, SpouseName
615,Genealogy_ZUU2ROEM.csv,Genealogy_K15UL9WO.csv,0,0,N/A
616,Genealogy_ZUU2ROEM.csv,Genealogy_TSILAZCL.csv,1,5,PersonID
617,Genealogy_ZUU2ROEM.csv,Genealogy_OG5JVEPW.csv,0,0,N/A
618,Genealogy_ZUU2ROEM.csv,Genealogy_V2AQNPEW.csv,1,8,PersonID
619,Genealogy_ZUU2ROEM.csv,Genealogy_K05YW8YG.csv,0,0,N/A
620,Veterinary-Medicine_V4B1K1KD.csv,Veterinary-Medicine_GVNM098Q.csv,1,2, Animal Type
621,Veterinary-Medicine_V4B1K1KD.csv,Veterinary-Medicine_95JDXA1F.csv,0,0,N/A
622,Veterinary-Medicine_V4B1K1KD.csv,Veterinary-Medicine_MGBNKSF4.csv,1,5,Condition Name
623,Veterinary-Medicine_V4B1K1KD.csv,Veterinary-Medicine_45QF8YLX.csv,0,0,N/A
624,Veterinary-Medicine_V4B1K1KD.csv,Veterinary-Medicine_Q23QORDJ.csv,1,2,Condition Name
625,Veterinary-Medicine_V4B1K1KD.csv,Veterinary-Medicine_O9DY7084.csv,0,0,N/A
626,Veterinary-Medicine_V4B1K1KD.csv,Veterinary-Medicine_7JH2LKNM.csv,1,6, Symptoms
627,Veterinary-Medicine_V4B1K1KD.csv,Veterinary-Medicine_9UR73A70.csv,0,0,N/A
628,Veterinary-Medicine_V4B1K1KD.csv,Veterinary-Medicine_GGGS8W0Q.csv,1,6,Condition Name
629,Veterinary-Medicine_V4B1K1KD.csv,Veterinary-Medicine_4CLRZJZC.csv,0,0,N/A
